movie_name,budget,revenue,genre,actors_y,directors_y
Burlesque,"$55,000,000","$89,519,773","Drama, Romance","Cher, Christina Aguilera, Eric Dane",Steve Antin
A Very Long Engagement,"$47,000,000",$0,Drama,"Audrey Tautou, Gaspard Ulliel, Dominique Pinon",Jean-Pierre Jeunet
Lolita,"$2,000,000","$9,250,000","Drama, Romance","James Mason, Sue Lyon, Shelley Winters",Stanley Kubrick
D-Tox,"$55,000,000","$6,416,302","Action, Thriller","Sylvester Stallone, Courtney B. Vance, Tom Berenger",Jim Gillespie
Blade II,"$54,000,000","$155,010,032","Fantasy, Horror, Action, Thriller","Wesley Snipes, Kris Kristofferson, Ron Perlman",Guillermo del Toro
Seven Pounds,"$55,000,000","$168,167,691",Drama,"Will Smith, Rosario Dawson, Sarah Jane Morris",Gabriele Muccino
Bullet to the Head,"$55,000,000","$9,489,829","Action, Crime, Thriller","Sylvester Stallone, Sung Kang, Sarah Shahi",Walter Hill
The Godfather: Part III,"$54,000,000","$136,766,062","Crime, Drama, Thriller","Al Pacino, Diane Keaton, Andy García",Francis Ford Coppola
Elizabethtown,"$57,000,000","$52,034,889","Comedy, Drama, Romance","Orlando Bloom, Kirsten Dunst, Susan Sarandon",Cameron Crowe
"You, Me and Dupree","$54,000,000","$130,431,368","Comedy, Romance","Kate Hudson, Owen Wilson, Matt Dillon",Anthony Russo
Superman II,"$54,000,000","$190,458,706","Action, Adventure, Fantasy, Science Fiction","Gene Hackman, Christopher Reeve, Ned Beatty",Richard Lester
Gigli,"$54,000,000","$7,266,209",Drama,"Ben Affleck, Jennifer Lopez, Justin Bartha",Martin Brest
All the King's Men,"$55,000,000","$9,450,897","Drama, Thriller","Sean Penn, Jude Law, Kate Winslet",Steven Zaillian
Shaft,"$46,000,000","$107,196,498","Action, Adventure, Crime, Thriller","Samuel L. Jackson, Jeffrey Wright, Christian Bale",John Singleton
Anastasia,"$53,000,000","$139,804,348","Animation, Family","Meg Ryan, John Cusack, Christopher Lloyd",Gary Goldman
Moulin Rouge!,"$52,500,000","$179,213,434","Drama, Music, Romance","Nicole Kidman, Ewan McGregor, John Leguizamo",Baz Luhrmann
Domestic Disturbance,"$75,000,000","$54,249,294","Mystery, Thriller, Crime","John Travolta, Vince Vaughn, Teri Polo",Harold Becker
Black Mass,"$53,000,000","$98,837,872","Crime, Drama","Johnny Depp, Joel Edgerton, Benedict Cumberbatch",Scott Cooper
Flags of Our Fathers,"$90,000,000","$65,900,249","War, Drama, History","Ryan Phillippe, Adam Beach, Jesse Bradford",Clint Eastwood
Law Abiding Citizen,"$53,000,000","$126,690,726","Drama, Crime, Thriller","Jamie Foxx, Gerard Butler, Colm Meaney",F. Gary Gray
Grindhouse,"$67,000,000","$25,037,897","Thriller, Action, Horror","Kurt Russell, Zoë Bell, Rosario Dawson",Robert Rodriguez
Beloved,$0,$0,"Drama, Thriller","Oprah Winfrey, Danny Glover, Thandie Newton",Jonathan Demme
Lucky You,$0,"$5,761,917","Drama, Romance","Eric Bana, Drew Barrymore, Robert Duvall",Curtis Hanson
Catch Me If You Can,"$52,000,000","$352,114,312","Drama, Crime","Leonardo DiCaprio, Tom Hanks, Christopher Walken",Steven Spielberg
Zero Dark Thirty,"$40,000,000","$132,820,716","Thriller, Drama, History","Jessica Chastain, Jason Clarke, Mark Strong",Kathryn Bigelow
The Break-Up,"$52,000,000","$204,999,686","Romance, Comedy","Vince Vaughn, Jennifer Aniston, Joey Lauren Adams",Peyton Reed
Mamma Mia!,"$52,000,000","$609,841,637","Comedy, Romance","Meryl Streep, Pierce Brosnan, Amanda Seyfried",Phyllida Lloyd
Valentine's Day,"$52,000,000","$216,485,654","Comedy, Romance","Jessica Alba, Jessica Biel, Bradley Cooper",Garry Marshall
The Dukes of Hazzard,"$50,000,000","$110,803,676","Action, Adventure, Comedy","Johnny Knoxville, Seann William Scott, Jessica Simpson",Jay Chandrasekhar
The Thin Red Line,"$52,000,000","$98,126,565","Drama, History, War","Sean Penn, Adrien Brody, Jim Caviezel",Terrence Malick
The Change-Up,"$52,000,000","$75,450,437",Comedy,"Olivia Wilde, Ryan Reynolds, Jason Bateman",David Dobkin
Man on the Moon,"$82,000,000","$47,434,430","Comedy, Drama, Romance","Jim Carrey, Courtney Love, Bob Zmuda",Miloš Forman
Casino,"$52,000,000","$116,112,375","Drama, Crime","Robert De Niro, Sharon Stone, Joe Pesci",Martin Scorsese
From Paris with Love,"$52,000,000","$52,826,594","Action, Crime, Thriller","John Travolta, Jonathan Rhys Meyers, Kasia Smutniak",Pierre Morel
Bulletproof Monk,"$52,000,000",$0,"Action, Comedy, Fantasy","Seann William Scott, Jaime King, Karel Roden",Paul Hunter
"Me, Myself & Irene","$51,000,000","$149,270,999",Comedy,"Jim Carrey, Renée Zellweger, Anthony Anderson",Bobby Farrelly
Barnyard,"$51,000,000","$72,779,000","Animation, Comedy, Family","Courteney Cox, Kevin James, Sam Elliott",Steve Oedekerk
Deck the Halls,$0,"$47,231,070","Comedy, Family","Danny DeVito, Matthew Broderick, Kristin Davis",John Whitesell
The Twilight Saga: New Moon,"$50,000,000","$709,827,462","Adventure, Fantasy, Drama, Romance","Kristen Stewart, Robert Pattinson, Taylor Lautner",Chris Weitz
Shrek,"$60,000,000","$484,409,218","Adventure, Animation, Comedy, Family, Fantasy","Mike Myers, Eddie Murphy, Cameron Diaz",Andrew Adamson
The Adjustment Bureau,"$50,200,000","$127,869,379","Science Fiction, Thriller, Romance","Matt Damon, Emily Blunt, John Slattery",George Nolfi
Robin Hood: Prince of Thieves,"$48,000,000","$390,493,908",Adventure,"Kevin Costner, Morgan Freeman, Christian Slater",Kevin Reynolds
Jerry Maguire,"$50,000,000","$273,552,592","Comedy, Drama, Romance","Tom Cruise, Cuba Gooding Jr., Renée Zellweger",Cameron Crowe
Ted,"$50,000,000","$549,368,315","Comedy, Fantasy","Mark Wahlberg, Mila Kunis, Seth MacFarlane",Seth MacFarlane
As Good as It Gets,"$50,000,000","$314,178,011","Comedy, Romance","Jack Nicholson, Helen Hunt, Greg Kinnear",James L. Brooks
Patch Adams,"$50,000,000","$202,292,902","Comedy, Drama","Robin Williams, Philip Seymour Hoffman, Bob Gunton",Tom Shadyac
Anchorman 2: The Legend Continues,"$50,000,000","$173,649,015",Comedy,"Will Ferrell, Steve Carell, Paul Rudd",Adam McKay
Mr. Deeds,"$50,000,000","$171,269,535","Comedy, Romance","Adam Sandler, Winona Ryder, John Turturro",Steven Brill
Super 8,"$50,000,000","$260,095,987","Thriller, Science Fiction, Mystery","Joel Courtney, Elle Fanning, Riley Griffiths",J.J. Abrams
Erin Brockovich,"$52,000,000","$256,271,286",Drama,"Julia Roberts, Albert Finney, Aaron Eckhart",Steven Soderbergh
How to Lose a Guy in 10 Days,"$50,000,000","$177,371,441","Comedy, Romance","Kate Hudson, Matthew McConaughey, Kathryn Hahn",Donald Petrie
22 Jump Street,"$50,000,000","$188,441,614","Crime, Comedy, Action","Jonah Hill, Channing Tatum, Dave Franco",Phil Lord
Interview with the Vampire,"$60,000,000","$223,664,608","Horror, Romance","Brad Pitt, Tom Cruise, Kirsten Dunst",Neil Jordan
Yes Man,"$70,000,000","$225,990,978",Comedy,"Jim Carrey, Zooey Deschanel, Rhys Darby",Peyton Reed
Central Intelligence,"$50,000,000","$216,972,543","Action, Comedy","Dwayne Johnson, Kevin Hart, Amy Ryan",Rawson Marshall Thurber
Stepmom,$0,$0,"Drama, Romance","Julia Roberts, Susan Sarandon, Ed Harris",Chris Columbus
Daddy's Home,"$50,000,000","$242,786,137",Comedy,"Will Ferrell, Mark Wahlberg, Linda Cardellini",Sean Anders
Into the Woods,"$50,000,000","$212,902,372","Fantasy, Comedy, Music","Meryl Streep, Emily Blunt, James Corden",Rob Marshall
Inside Man,"$45,000,000","$184,376,254","Crime, Drama, Thriller","Denzel Washington, Clive Owen, Jodie Foster",Spike Lee
Payback,"$90,000,000","$161,626,121","Drama, Action, Thriller, Crime","Mel Gibson, Kris Kristofferson, Gregg Henry",Brian Helgeland
Congo,"$50,000,000","$152,022,101","Action, Adventure, Drama, Mystery, Science Fiction, Thriller","Laura Linney, Dylan Walsh, Ernie Hudson",Frank Marshall
We Bought a Zoo,"$50,000,000","$120,081,841","Drama, Comedy, Family","Matt Damon, Scarlett Johansson, Thomas Haden Church",Cameron Crowe
Knowing,"$50,000,000","$155,446,362","Action, Adventure, Drama, Mystery, Science Fiction, Thriller","Nicolas Cage, Rose Byrne, Chandler Canterbury",Alex Proyas
Failure to Launch,"$50,000,000","$88,715,192",Comedy,"Matthew McConaughey, Sarah Jessica Parker, Zooey Deschanel",Tom Dey
The Ring Two,"$50,000,000","$161,451,538","Drama, Horror, Thriller","Naomi Watts, Simon Baker, Elizabeth Perkins",Hideo Nakata
"Crazy, Stupid, Love.","$50,000,000","$142,851,197","Comedy, Drama, Romance","Steve Carell, Julianne Moore, Ryan Gosling",Glenn Ficarra
Garfield,"$50,000,000","$200,804,534","Animation, Comedy, Family","Bill Murray, Breckin Meyer, Jennifer Love Hewitt",Peter Hewitt
Christmas with the Kranks,"$60,000,000",$0,"Comedy, Family","Tim Allen, Jamie Lee Curtis, Dan Aykroyd",Joe Roth
Moneyball,"$50,000,000","$110,206,216",Drama,"Brad Pitt, Jonah Hill, Philip Seymour Hoffman",Bennett Miller
Outbreak,"$50,000,000","$189,859,560","Action, Drama, Science Fiction, Thriller","Dustin Hoffman, Rene Russo, Morgan Freeman",Wolfgang Petersen
Non-Stop,"$50,000,000","$222,809,600","Action, Thriller, Mystery","Liam Neeson, Julianne Moore, Scoot McNairy",Jaume Collet-Serra
Race to Witch Mountain,"$50,000,000","$106,303,988","Adventure, Family, Fantasy, Science Fiction, Thriller, Action","Dwayne Johnson, AnnaSophia Robb, Alexander Ludwig",Andy Fickman
V for Vendetta,"$54,000,000","$132,511,035","Action, Thriller, Fantasy","Natalie Portman, Hugo Weaving, Stephen Rea",James McTeigue
Shanghai Knights,"$50,000,000","$88,323,487","Action, Adventure, Comedy, Western","Jackie Chan, Owen Wilson, Fann Wong",David Dobkin
Curious George,"$50,000,000","$69,834,815","Adventure, Animation, Comedy, Family","Will Ferrell, Drew Barrymore, David Cross",Matthew O'Callaghan
Herbie Fully Loaded,"$50,000,000","$66,002,004","Comedy, Family, Adventure, Fantasy, Romance","Lindsay Lohan, Michael Keaton, Matt Dillon",Angela Robinson
Don't Say a Word,"$50,000,000","$100,020,092",Thriller,"Michael Douglas, Sean Bean, Brittany Murphy",Gary Fleder
Hansel & Gretel: Witch Hunters,"$50,000,000","$224,803,475","Fantasy, Horror, Action","Jeremy Renner, Gemma Arterton, Famke Janssen",Tommy Wirkola
Unfaithful,"$50,000,000","$119,137,784","Thriller, Drama","Richard Gere, Diane Lane, Olivier Martinez",Adrian Lyne
I Am Number Four,"$50,000,000","$144,492,830","Action, Thriller, Science Fiction, Adventure","Alex Pettyfer, Timothy Olyphant, Teresa Palmer",D.J. Caruso
Syriana,"$50,000,000","$94,000,000","Drama, Thriller","George Clooney, Matt Damon, Jeffrey Wright",Stephen Gaghan
13 Hours: The Secret Soldiers of Benghazi,"$50,000,000","$69,411,370","Action, Drama, History, Thriller, War","James Badge Dale, John Krasinski, Max Martini",Michael Bay
The Book of Life,"$50,000,000","$97,437,106","Romance, Animation, Adventure, Comedy, Family, Fantasy","Diego Luna, Channing Tatum, Zoe Saldana",Jorge R. Gutierrez
Firewall,"$45,000,000","$82,800,000",Thriller,"Harrison Ford, Paul Bettany, Virginia Madsen",Richard Loncraine
Absolute Power,"$50,000,000","$50,068,310","Crime, Drama, Thriller","Clint Eastwood, Gene Hackman, Ed Harris",Clint Eastwood
G.I. Jane,"$50,000,000","$48,169,156","Action, Drama","Demi Moore, Viggo Mortensen, Anne Bancroft",Ridley Scott
The Game,"$50,000,000","$109,423,648","Drama, Thriller, Mystery","Michael Douglas, Sean Penn, Deborah Kara Unger",David Fincher
Silent Hill,"$50,000,000","$97,607,453","Horror, Mystery","Radha Mitchell, Sean Bean, Laurie Holden",Christophe Gans
The Replacements,$0,$0,Comedy,"Keanu Reeves, Gene Hackman, Brooke Langton",Howard Deutch
American Reunion,"$50,000,000","$234,989,584",Comedy,"Jason Biggs, Alyson Hannigan, Seann William Scott",Jon Hurwitz
The Negotiator,"$50,000,000","$44,547,681","Action, Adventure, Crime, Drama, Mystery, Thriller","Samuel L. Jackson, Kevin Spacey, David Morse",F. Gary Gray
Into the Storm,"$50,000,000","$160,602,194","Action, Thriller","Richard Armitage, Sarah Wayne Callies, Matt Walsh",Steven Quale
Beverly Hills Cop III,"$50,000,000","$119,208,989","Action, Comedy, Crime","Eddie Murphy, Judge Reinhold, Héctor Elizondo",John Landis
Gremlins 2: The New Batch,"$50,000,000","$41,482,207","Comedy, Horror, Fantasy","Zach Galligan, Phoebe Cates, John Glover",Joe Dante
The Judge,"$50,000,000","$83,719,388",Drama,"Robert Duvall, Robert Downey Jr., Vera Farmiga",David Dobkin
The Peacemaker,"$50,000,000",$0,"Action, Thriller","George Clooney, Nicole Kidman, Marcel Iureș",Mimi Leder
Resident Evil: Apocalypse,"$45,000,000","$129,394,835","Horror, Action, Science Fiction","Milla Jovovich, Sienna Guillory, Oded Fehr",Alexander Witt
Bridget Jones: The Edge of Reason,"$50,000,000","$40,203,020","Comedy, Romance","Renée Zellweger, Hugh Grant, Colin Firth",Beeban Kidron
Out of Time,"$50,000,000","$55,495,563","Thriller, Crime, Drama","Denzel Washington, Eva Mendes, Sanaa Lathan",Carl Franklin
On Deadly Ground,"$50,000,000","$49,000,000","Action, Thriller","Steven Seagal, Michael Caine, Joan Chen",Steven Seagal
The Adventures of Sharkboy and Lavagirl,"$50,000,000","$69,425,966","Adventure, Family, Science Fiction","Taylor Lautner, Taylor Dooley, Cayden Boyd",Robert Rodriguez
The Beach,"$40,000,000","$144,056,873","Drama, Adventure, Romance, Thriller","Leonardo DiCaprio, Guillaume Canet, Tilda Swinton",Danny Boyle
Raising Helen,"$50,000,000","$49,718,611","Drama, Comedy, Romance","Kate Hudson, John Corbett, Joan Cusack",Garry Marshall
Ninja Assassin,"$40,000,000","$60,462,347","Action, Crime, Thriller","Rain, Naomie Harris, Sung Kang",James McTeigue
For Love of the Game,"$50,000,000",$0,"Drama, Romance","Kevin Costner, Kelly Preston, John C. Reilly",Sam Raimi
Striptease,"$50,000,000","$113,309,743","Drama, Thriller, Crime","Demi Moore, Burt Reynolds, Armand Assante",Andrew Bergman
Marmaduke,"$50,000,000","$83,761,844","Family, Comedy","Owen Wilson, Emma Stone, George Lopez",Tom Dey
Hereafter,"$50,000,000","$105,197,635","Drama, Fantasy","Matt Damon, Bryce Dallas Howard, George McLaren",Clint Eastwood
Murder by Numbers,"$50,000,000","$56,714,147","Crime, Drama, Thriller","Sandra Bullock, Ben Chaplin, Ryan Gosling",Barbet Schroeder
Assassins,"$50,000,000","$30,303,072","Action, Adventure, Crime, Thriller","Sylvester Stallone, Antonio Banderas, Julianne Moore",Richard Donner
Hannibal Rising,"$50,000,000","$82,169,884","Crime, Drama, Thriller","Gaspard Ulliel, Aaran Thomas, Gong Li",Peter Webber
The Story of Us,"$50,000,000","$58,900,031","Comedy, Drama, Romance","Bruce Willis, Michelle Pfeiffer, Rob Reiner",Rob Reiner
The Host,"$44,000,000","$63,327,201","Action, Adventure, Romance, Science Fiction, Thriller","Saoirse Ronan, Diane Kruger, Jake Abel",Andrew Niccol
The Host,"$44,000,000","$63,327,201","Action, Adventure, Romance, Science Fiction, Thriller","Song Kang-ho, Park Hae-il, Bae Doona",Bong Joon-ho
Basic,"$50,000,000","$42,792,561","Action, Drama, Mystery, Thriller, Crime","John Travolta, Connie Nielsen, Samuel L. Jackson",John McTiernan
Blood Work,"$50,000,000","$26,199,517","Crime, Drama, Mystery, Thriller","Clint Eastwood, Jeff Daniels, Anjelica Huston",Clint Eastwood
The International,"$50,000,000","$60,161,391","Drama, Thriller, Crime","Clive Owen, Naomi Watts, Armin Mueller-Stahl",Tom Tykwer
Escape from L.A.,"$50,000,000","$42,277,365","Action, Adventure, Science Fiction, Thriller","Kurt Russell, Stacy Keach, Steve Buscemi",John Carpenter
The Iron Giant,"$70,000,000","$23,159,305","Adventure, Animation, Family, Fantasy, Science Fiction","Eli Marienthal, Jennifer Aniston, Vin Diesel",Brad Bird
The Life Aquatic with Steve Zissou,"$50,000,000","$34,808,403","Adventure, Comedy, Drama","Bill Murray, Anjelica Huston, Cate Blanchett",Wes Anderson
Free State of Jones,"$50,000,000","$25,035,950","War, Action, Drama, History, Thriller","Matthew McConaughey, Gugu Mbatha-Raw, Mahershala Ali",Gary Ross
The Life of David Gale,"$50,000,000","$38,955,598","Drama, Thriller, Crime","Kevin Spacey, Kate Winslet, Laura Linney",Alan Parker
Man of the House,"$40,000,000",$0,"Comedy, Action","Tommy Lee Jones, Cedric the Entertainer, Christina Milian",Stephen Herek
Run All Night,"$50,000,000","$71,561,644","Action, Crime, Drama, Mystery, Thriller","Liam Neeson, Ed Harris, Joel Kinnaman",Jaume Collet-Serra
Eastern Promises,"$51,500,000","$55,112,356","Thriller, Crime, Mystery","Naomi Watts, Viggo Mortensen, Vincent Cassel",David Cronenberg
Into the Blue,"$50,000,000","$44,434,439","Action, Thriller, Adventure, Crime","Paul Walker, Jessica Alba, Scott Caan",John Stockwell
The Messenger: The Story of Joan of Arc,"$60,000,000","$66,976,317","Adventure, Drama, Action, History, War","Milla Jovovich, Dustin Hoffman, Faye Dunaway",Luc Besson
Your Highness,"$49,900,000","$26,121,638",Comedy,"Danny McBride, James Franco, Natalie Portman",David Gordon Green
Dream House,"$50,000,000","$38,502,340","Drama, Thriller, Mystery","Daniel Craig, Naomi Watts, Rachel Weisz",Jim Sheridan
Mad City,"$50,000,000","$10,541,523","Action, Drama, Thriller","John Travolta, Dustin Hoffman, Mia Kirshner",Costa-Gavras
Baby's Day Out,"$50,000,000","$16,671,505","Action, Adventure, Comedy, Family","Joe Mantegna, Lara Flynn Boyle, Joe Pantoliano",Patrick Read Johnson
The Scarlet Letter,"$50,000,000","$10,382,407","Drama, History, Romance","Demi Moore, Gary Oldman, Robert Duvall",Roland Joffé
Fair Game,"$22,000,000","$24,188,922","Drama, Thriller","Naomi Watts, Sean Penn, Ty Burrell",Doug Liman
Domino,"$50,000,000","$22,944,502","Action, Crime","Keira Knightley, Mickey Rourke, Edgar Ramírez",Tony Scott
Jade,"$50,000,000","$9,851,610","Action, Thriller, Mystery, Romance","David Caruso, Linda Fiorentino, Chazz Palminteri",William Friedkin
Gamer,"$50,000,000","$40,828,540","Action, Thriller, Science Fiction","Gerard Butler, Michael C. Hall, Logan Lerman",Brian Taylor
Beautiful Creatures,"$60,000,000","$60,052,138","Fantasy, Drama, Romance","Alden Ehrenreich, Alice Englert, Jeremy Irons",Richard LaGravenese
Death to Smoochy,"$55,000,000",$0,"Comedy, Crime, Drama, Thriller","Robin Williams, Catherine Keener, Edward Norton",Danny DeVito
Zoolander 2,"$50,000,000","$55,969,000",Comedy,"Ben Stiller, Owen Wilson, Will Ferrell",Ben Stiller
The Big Bounce,"$50,000,000","$6,808,550","Comedy, Crime","Owen Wilson, Morgan Freeman, Gary Sinise",George Armitage
What Planet Are You From?,"$60,000,000",$0,"Comedy, Drama, Romance, Science Fiction","Garry Shandling, Annette Bening, John Goodman",Mike Nichols
Drive Angry,"$50,000,000","$28,931,401","Fantasy, Thriller, Action, Crime","Nicolas Cage, Amber Heard, William Fichtner",Patrick Lussier
Street Fighter: The Legend of Chun-Li,"$50,000,000","$12,764,201","Action, Adventure, Science Fiction, Thriller","Kristin Kreuk, Chris Klein, Neal McDonough",Andrzej Bartkowiak
The One,"$49,000,000","$72,700,000","Action, Science Fiction, Thriller","Jet Li, Jason Statham, Carla Gugino",James Wong
The Adventures of Ford Fairlane,"$49,000,000","$20,423,389","Action, Comedy, Thriller, Crime, Mystery","Andrew Dice Clay, Wayne Newton, Priscilla Presley",Renny Harlin
The Boat That Rocked,"$50,000,000","$36,348,784","Drama, Comedy","Tom Sturridge, Philip Seymour Hoffman, Rhys Ifans",Richard Curtis
Traffic,"$48,000,000","$207,515,725","Thriller, Drama, Crime","Michael Douglas, Benicio del Toro, Jacob Vargas",Steven Soderbergh
Indiana Jones and the Last Crusade,"$48,000,000","$474,171,806","Adventure, Action","Harrison Ford, Sean Connery, Denholm Elliott",Steven Spielberg
Anna Karenina,$0,"$68,929,150","Drama, Romance","Keira Knightley, Jude Law, Aaron Taylor-Johnson",Joe Wright
Chappie,"$49,000,000","$104,399,548","Crime, Action, Science Fiction","Sharlto Copley, Dev Patel, Ninja",Neill Blomkamp
The Bone Collector,"$73,000,000","$151,493,655","Drama, Mystery, Thriller, Crime","Denzel Washington, Angelina Jolie, Queen Latifah",Phillip Noyce
Panic Room,"$48,000,000","$196,397,415","Crime, Drama, Thriller","Jodie Foster, Kristen Stewart, Forest Whitaker",David Fincher
The Tooth Fairy,$0,$0,Horror,"Lochlyn Munro, Chandra West, Steve Bacic",Chuck Bowman
Three Kings,"$75,000,000","$108,000,000","Action, Adventure, Comedy","George Clooney, Mark Wahlberg, Ice Cube",David O. Russell
Child 44,"$50,000,000","$3,324,330","Crime, Thriller","Tom Hardy, Gary Oldman, Noomi Rapace",Daniel Espinosa
Rat Race,"$48,000,000","$85,498,534","Adventure, Comedy","Cuba Gooding Jr., Seth Green, Whoopi Goldberg",Jerry Zucker
K-PAX,"$48,000,000","$50,315,140","Drama, Science Fiction","Jeff Bridges, Kevin Spacey, Mary McCormack",Iain Softley
Kate & Leopold,$0,$0,"Comedy, Fantasy, Romance, Science Fiction","Meg Ryan, Hugh Jackman, Liev Schreiber",James Mangold
Bedazzled,"$48,000,000","$90,383,208","Fantasy, Comedy, Romance","Elizabeth Hurley, Brendan Fraser, Frances O'Connor",Harold Ramis
The Cotton Club,"$58,000,000","$25,928,721","Music, Drama, Crime, Romance","Richard Gere, Gregory Hines, Diane Lane",Francis Ford Coppola
3:10 to Yuma,"$55,000,000","$70,016,220",Western,"Russell Crowe, Christian Bale, Logan Lerman",James Mangold
Taken 3,"$48,000,000","$325,771,424","Thriller, Action","Liam Neeson, Forest Whitaker, Maggie Grace",Olivier Megaton
Out of Sight,"$48,000,000","$77,745,568","Romance, Comedy, Crime","George Clooney, Jennifer Lopez, Ving Rhames",Steven Soderbergh
The Cable Guy,"$47,000,000","$102,825,796","Comedy, Drama, Thriller","Jim Carrey, Matthew Broderick, Leslie Mann",Ben Stiller
Earth,$0,"$528,972",Drama,"Aamir Khan, Nandita Das, Maia Sethna",Deepa Mehta
Dick Tracy,"$47,000,000","$103,738,726","Adventure, Action, Comedy, Thriller, Crime","Warren Beatty, Al Pacino, Madonna",Warren Beatty
The Thomas Crown Affair,"$48,000,000","$124,305,181","Drama, Crime, Romance","Pierce Brosnan, Rene Russo, Denis Leary",John McTiernan
Riding in Cars with Boys,"$48,000,000","$35,743,308","Comedy, Drama, Romance","Drew Barrymore, Steve Zahn, Adam Garcia",Penny Marshall
First Blood,"$15,000,000","$125,212,904","Action, Adventure, Thriller, War","Sylvester Stallone, Richard Crenna, Brian Dennehy",Ted Kotcheff
Solaris,$0,$0,"Drama, Science Fiction, Adventure, Mystery","Donatas Banionis, Natalya Bondarchuk, Jüri Järvet",Andrei Tarkovsky
Happily N'Ever After,"$47,000,000","$38,085,778","Animation, Comedy, Family, Fantasy, Science Fiction","George Carlin, Andy Dick, Sarah Michelle Gellar",Yvette Kaplan
Mary Reilly,"$47,000,000","$12,379,402","Drama, Horror, Thriller, Romance","Julia Roberts, John Malkovich, George Cole",Stephen Frears
My Best Friend's Wedding,"$38,000,000","$299,288,605","Comedy, Romance","Julia Roberts, Dermot Mulroney, Cameron Diaz",P.J. Hogan
America's Sweethearts,$0,$0,"Comedy, Romance","Julia Roberts, Billy Crystal, Catherine Zeta-Jones",Joe Roth
Insomnia,"$46,000,000","$113,714,830","Crime, Mystery, Thriller","Al Pacino, Robin Williams, Hilary Swank",Christopher Nolan
Star Trek: First Contact,"$46,000,000","$150,000,000","Science Fiction, Action, Adventure, Thriller","Patrick Stewart, Jonathan Frakes, Brent Spiner",Jonathan Frakes
Jonah Hex,"$47,000,000","$10,539,000","Action, Western, Drama, Fantasy, Thriller","Josh Brolin, John Malkovich, Megan Fox",Jimmy Hayward
Courage Under Fire,"$46,000,000","$100,860,818","Drama, Thriller, Mystery, War","Denzel Washington, Meg Ryan, Lou Diamond Phillips",Edward Zwick
Liar Liar,"$45,000,000","$181,000,000",Comedy,"Jim Carrey, Maura Tierney, Cary Elwes",Tom Shadyac
The Infiltrator,"$25,000,000","$15,436,808","Crime, Drama, Thriller","Bryan Cranston, Diane Kruger, John Leguizamo",Brad Furman
Inchon,"$46,000,000","$5,200,000","Drama, History, War","Laurence Olivier, Jacqueline Bisset, Ben Gazzara",Terence Young
The Flintstones,"$46,000,000","$341,631,208","Fantasy, Comedy, Family","John Goodman, Elizabeth Perkins, Rick Moranis",Brian Levant
Taken 2,"$45,000,000","$376,141,306","Action, Crime, Thriller","Liam Neeson, Maggie Grace, Famke Janssen",Olivier Megaton
Scary Movie 3,"$48,000,000","$220,673,217",Comedy,"Pamela Anderson, Jenny McCarthy, Marny Eng",David Zucker
Miss Congeniality,"$45,000,000","$212,000,000","Comedy, Crime, Action","Sandra Bullock, Benjamin Bratt, Michael Caine",Donald Petrie
Journey to the Center of the Earth,"$45,000,000","$101,702,060","Action, Science Fiction, Adventure, Comedy, Family","Brendan Fraser, Josh Hutcherson, Anita Briem",Eric Brevig
The Princess Diaries 2: Royal Engagement,"$40,000,000","$95,149,435","Comedy, Drama, Family, Romance","Anne Hathaway, Julie Andrews, Héctor Elizondo",Garry Marshall
The Pelican Brief,"$45,000,000","$195,268,056","Drama, Mystery, Thriller, Crime","Julia Roberts, Denzel Washington, Sam Shepard",Alan J. Pakula
The Client,"$45,000,000","$117,615,211","Drama, Thriller, Crime, Mystery","Susan Sarandon, Tommy Lee Jones, Mary-Louise Parker",Joel Schumacher
The Bucket List,"$45,000,000","$175,372,502","Drama, Comedy","Jack Nicholson, Morgan Freeman, Sean Hayes",Rob Reiner
Patriot Games,"$45,000,000","$178,051,587","Drama, Action, Thriller, Crime","Harrison Ford, Anne Archer, Patrick Bergin",Phillip Noyce
Monster-in-Law,"$43,000,000","$154,749,918","Romance, Comedy","Jennifer Lopez, Jane Fonda, Michael Vartan",Robert Luketic
Prisoners,"$46,000,000","$122,126,687","Drama, Thriller, Crime","Hugh Jackman, Jake Gyllenhaal, Paul Dano",Denis Villeneuve
Training Day,"$45,000,000","$104,876,233","Action, Crime, Drama, Thriller","Denzel Washington, Ethan Hawke, Scott Glenn",Antoine Fuqua
Galaxy Quest,"$45,000,000","$90,683,916","Comedy, Family, Science Fiction","Tim Allen, Sigourney Weaver, Alan Rickman",Dean Parisot
Scary Movie 2,"$45,000,000","$141,220,678",Comedy,"Anna Faris, Marlon Wayans, James DeBello",Keenen Ivory Wayans
The Muppets,"$45,000,000","$165,184,237","Comedy, Family, Music","Amy Adams, Jason Segel, Emily Blunt",James Bobin
Blade,"$45,000,000","$131,183,530","Horror, Action","Wesley Snipes, Stephen Dorff, Kris Kristofferson",Stephen Norrington
Coach Carter,"$30,000,000","$76,669,806",Drama,"Samuel L. Jackson, Rob Brown, Robert Ri'chard",Thomas Carter
Changing Lanes,"$45,000,000","$94,935,764","Action, Adventure, Crime, Thriller","Ben Affleck, Samuel L. Jackson, Kim Staunton",Roger Michell
Anaconda,"$45,000,000","$136,885,767","Adventure, Horror, Thriller","Jennifer Lopez, Ice Cube, Jon Voight",Luis Llosa
Coyote Ugly,"$45,000,000","$113,916,474",Comedy,"Piper Perabo, Adam Garcia, John Goodman",David McNally
